codigo_produto,nome_produto,quantidade_vendida,receita_total,num_pedidos
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,23,210.04,20
22896,PEG BAG APPLE DESIGN,100,210.0,1
90160B,RED BOUDICCA LARGE BRACELET,30,209.73,12
20622,VIPPASSPORT COVER,142,209.66,34
21750,LARGE SKULL WINDMILL,90,207.51000000000002,24
20781,GOLD EAR MUFF HEADPHONES,34,206.77,26
16048,TEATIME ROUND PENCIL SHARPENER,1460,205.29999999999998,67
90119,METALIC LEAVES BAG CHARMS,83,205.06,36
20763,DAISY SKETCHBOOK,73,205.04,27
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,587,204.79,26
21726,MULTI HEARTS  STICKERS,237,204.69,42
84875B,GREEN SQUARE COMPACT MIRROR,131,203.51,20
85230A,OPIUM SCENTED VOTIVE CANDLE,840,203.27999999999997,18
22878,NUMBER TILE COTTAGE GARDEN NO,74,202.09,34
22541,MINI JIGSAW LEAP FROG,503,201.95,35
85179C,PINK BITTY LIGHT CHAIN,106,201.31,36
84968e,SET OF 16 VINTAGE BLACK CUTLERY,8,200.21,6
22038,BOTANICAL LAVENDER GIFT WRAP,475,199.5,19
21367,MIRRORED WALL ART GENTS,171,199.48999999999998,43
90192,JADE DROP EARRINGS W FILIGREE,40,199.20000000000002,26
21651,HANGING GLASS ETCHED TEALIGHT,127,198.57000000000002,11
22881,NUMBER TILE VINTAGE FONT 2,102,197.56,34
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,139,197.49,29
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,213,197.43,45
90019A,SILVER M.O.P ORBIT BRACELET,38,197.09,27
22880,NUMBER TILE VINTAGE FONT 1,97,196.69,32
22044,CHRISTMAS CARD STACK OF PRESENTS,816,196.44,36
20617,FIRST CLASS PASSPORT COVER,93,194.94,43
23697,A PRETTY THANK YOU CARD,456,194.58,35
22884,NUMBER TILE VINTAGE FONT 5,99,194.04999999999998,36
20654,FIRST CLASS LUGGAGE TAG,152,193.59,49
22289,HANGING METAL CHICKEN DECORATION,148,193.52,34
21275,ZINC TOP  2 DOOR WOODEN SHELF,8,193.32999999999998,14
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,30,193.2,18
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,33,192.81,17
84910A,PINK PAISLEY CUSHION COVER,26,192.14,17
90030B,RED KUKUI COCONUT SEED NECKLACE,122,190.73000000000002,25
90201A,PURPLE ENAMEL FLOWER RING,65,190.71,29
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,21,190.51999999999998,17
47471,RAINBOW PEGS PHOTO CLIP STRING,290,189.88,39
21418,STARFISH SOAP DISH,74,189.75,25
21196,ROUND WHITE CONFETTI IN TUBE,108,189.68,13
23229,DONKEY TAIL GAME,54,189.54000000000002,4
22883,NUMBER TILE VINTAGE FONT 4,99,189.53,33
90018A,SILVER M.O.P ORBIT DROP EARRINGS,45,189.08,38
21807,WHITE CHRISTMAS STAR DECORATION,438,189.0,30
85020,ROUND PINK HEART MIRROR,85,188.81,22
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003,6
84926F,PSYCHEDELIC TILE COASTER,406,188.26,29
21027,NINJA RABBIT PINK,167,187.79,42
20694,FLORAL PINK MONSTER,43,187.54,16
84711B,PINK OVAL SHAPE TRINKET BOX,20,186.64,13
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,399,186.56,21
21402,RED  EGG  SPOON,1369,185.51999999999998,92
21306,SET/4 DAISY MIRROR MAGNETS,475,185.42,46
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,9
72801d,4 SKY BLUE DINNER CANDLES,75,184.7,44
23416,CHAMBRE HOOK,132,184.68,25
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,184.66,19
85055,FRENCH ENAMEL UTENSIL HOLDER,45,183.71,16
84509E,SET OF 4 CAROUSEL PLACEMATS,91,183.45,23
21911,GARDEN METAL SIGN,102,183.41,30
84429A,MEDIUM PINK BUDDHA HEAD,54,182.50000000000003,21
79030G,"TUMBLER, NEW ENGLAND",142,182.3,14
47594A,CAROUSEL DESIGN WASHBAG,99,182.29,55
71143,SILVER BOOK MARK WITH BEADS,161,182.25,34
22032,BOTANICAL LILY GREETING CARD,427,181.98,60
84927F,PSYCHEDELIC TILE HOOK,294,181.0,45
84907,PINK YELLOW PATCH CUSHION COVER,29,180.93,23
85215,ASSORTED CHEESE FRIDGE MAGNETS,223,180.70999999999998,18
72801C,4 ROSE PINK DINNER CANDLES,145,180.65,19
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58,8
84859C,PINK DISCO HANDBAG,84,180.51999999999998,22
22157,ANGEL DECORATION WITH LACE PADDED,212,180.2,11
21826,EIGHT PIECE DINOSAUR SET,121,180.18,36
21721,CANDY SHOP  STICKER SHEET,195,179.45999999999998,33
40003,WHITE BAMBOO RIBS LAMPSHADE,155,179.23000000000002,15
21847,GREEN  DIAMANTE PEN IN GIFT BOX,76,178.89,33
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193,178.85,50
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,471,178.54999999999998,60
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61,178.51000000000002,9
23126,DOLLCRAFT GIRL AMELIE,36,178.2,8
79190A,RETRO PLASTIC 70'S TRAY,381,178.1,64
22872,NUMBER TILE COTTAGE GARDEN 4,72,177.46,30
gift_0001_30,DOTCOMGIFTSHOP GIFT VOUCHER £30.00,7,175.53,7
90197B,BLACK GLASS BRACELET W HEART CHARMS,35,174.73000000000002,27
84691,PACK 20 DOLLY PEGS,242,174.5,4
21319,GLASS CHALICE GREEN  SMALL,160,174.13,20
84685,BEACH HUT KEY CABINET,33,173.58,22
85211,S/4 GROOVY CAT MAGNETS,147,173.57999999999998,25
21311,SET/4 BIRD MIRROR MAGNETS,432,173.5,53
84905,PINK BUTTERFLY CUSHION COVER,35,173.48,20
44235,ASS COL CIRCLE MOBILE,474,173.15999999999997,6
16168M,FUNKY MONKEY GIFT BAG MEDIUM,371,173.12,41
21190,PINK HEARTS PAPER GARLAND,118,172.70000000000002,8
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,172.05,20
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8,1
47481,50CM METAL STRING WITH  7 CLIPS,225,171.79,23
62086A,PINK RETRO BIG FLOWER BAG,88,171.6,14
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,38,171.3,12
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45,171.11,9
22885,NUMBER TILE VINTAGE FONT 6,95,170.82999999999998,29
21763,VINTAGE WOODEN BAR STOOL,6,169.75,4
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,124,169.24,12
85129B,BEADED CRYSTAL HEART GREEN SMALL,119,168.59,31
21333,CLASSIC WHITE FRAME,56,168.16000000000003,16
90145,SILVER HOOP EARRINGS WITH FLOWER,28,168.0,18
84661A,WHITE SQUARE TABLE CLOCK,104,167.79,20
90201C,RED ENAMEL FLOWER RING,57,167.72000000000003,22
gift_0001_50,DOTCOMGIFTSHOP GIFT VOUCHER £50.00,4,167.56,4
78033,FLAG OF ST GEORGE CHAIR,35,167.45,10
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,18,167.3,15
gift_0001_20,DOTCOMGIFTSHOP GIFT VOUCHER £20.00,10,167.05,9
21457,2 PICTURE BOOK EGGS EASTER DUCKS,124,165.89,25
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75,12
21331,MOROCCAN BEATEN METAL DISH LARGE,12,165.74,8
72225C,LAVENDER SCENT CAKE CANDLE,624,165.6,17
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,44,165.32,33
23694,PAISLEY PARK CARD,376,165.08,41
22538,MINI JIGSAW GO TO THE FAIR,402,164.42,40
21698,MOCK LOBSTER FRIDGE MAGNET,296,164.17,45
90120B,BLUE MURANO TWIST BRACELET,39,164.12,15
90191,SILVER LARIAT 40CM,26,163.82,10
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37,163.75,13
22263,FELT EGG COSY LADYBIRD,277,163.63,52
22871,NUMBER TILE COTTAGE GARDEN 3,67,163.35,25
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,139,163.3,28
22042,CHRISTMAS CARD SINGING ANGEL,387,163.29,40
16207A,PINK STRAWBERRY HANDBAG,60,163.1,34
90014A,SILVER/MOP ORBIT NECKLACE,16,162.79,15
22408,MONEY BOX CONFECTIONERY DESIGN,145,162.44,29
21100,CHARLIE AND LOLA CHARLOTTE BAG,65,162.20999999999998,27
84683,CLASSICAL ROSE CANDLESTAND,194,162.20000000000002,12
85114a,BLACK ENCHANTED FOREST PLACEMAT,49,161.7,15
21369,MIRRORED WALL ART SPLODGES,101,161.49,16
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,9
21030,SPACE CADET RED,131,159.7,33
84993A,75 GREEN PETIT FOUR CASES,343,159.69,55
23545,WRAP RED DOILEY,380,159.6,16
90082B,DIAMANTE BOW BROOCH RED COLOUR,25,158.75,10
84247G,"DECOUPAGE,GREETING CARD,",357,158.63,32
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,19,158.23000000000002,6
90013C,GREEN VINTAGE EARRINGS,39,158.08,28
17038,PORCELAIN BUDAH INCENSE HOLDER,1525,158.06,34
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,59,157.88,30
16156L,WRAP CAROUSEL,375,157.5,14
23417,BATHROOM HOOK,146,157.5,27
90134,OLD ROSE COMBO BEAD NECKLACE,54,157.5,45
84882,GREEN WIRE STANDING CANDLE HOLDER,38,157.34,18
35649,VINTAGE BEAD COSMETIC BAG,57,156.85,35
23468,TUSCAN VILLA BIRD TABLE,19,156.75,11
84673B,BLUE FLY SWAT,179,156.63,66
84508C,BLUE CIRCLES DESIGN TEDDY,56,154.95,25
23496,PANTRY KITCHEN THERMOMETER,112,154.52,31
44234,ASSORTED CIRCULAR MOBILE,691,154.35,34
23196,RETRO LEAVES MAGNETIC NOTEPAD,105,154.08999999999997,19
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,51,153.29000000000002,9
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09,14
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,61,153.0,25
90014B,GOLD M PEARL  ORBIT NECKLACE,15,152.84,13
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,8
90198B,VINTAGE ROSE BEAD BRACELET BLACK,36,152.4,17
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,5
72128,COLUMBIAN CANDLE ROUND,193,152.04999999999998,36
84595E,LARGE TORTILLA DESIGN RED BOWL,77,151.39000000000001,23
90209A,PURPLE ENAMEL+GLASS HAIR COMB,78,151.2,5
21401,BLUE PUDDING SPOON,1052,151.19,82
22415,WHITE TISSUE REAM,19,151.05,13
85135A,YELLOW DRAGONFLY HELICOPTER,19,151.05,8
84877D,BLUE ROUND COMPACT MIRROR,96,150.93,18
22874,NUMBER TILE COTTAGE GARDEN 6,65,150.81,21
85027L,FRENCH CHATEAU LARGE PLATTER,65,150.75,19
DCGSSBOY,BOYS PARTY BAG,47,150.54999999999998,11
17107D,FLOWER FAIRY 5 DRAWER LINERS,59,150.45,20
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002,1
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",4,149.82,4
90013B,BLACK VINTAGE EARRINGS,36,149.41000000000003,31
23254,KIDS CUTLERY DOLLY GIRL,36,149.4,8
23256,KIDS CUTLERY SPACEBOY,36,149.4,8
46000R,POLYESTER FILLER PAD 45X30CM,103,149.35,38
22875,NUMBER TILE COTTAGE GARDEN 7,63,149.09,25
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,35,148.63,11
23465,TUSCAN VILLA BIRD FEEDER,17,148.63,9
84576,BLUE CAT BISCUIT BARREL PINK HEART,66,148.32,17
21486,PINK HEART DOTS HOT WATER BOTTLE,36,147.88,11
84688,BEACH HUT DESIGN BLACKBOARD,28,147.82,17
82011B,BATHROOM SCALES RUBBER DUCKS,43,146.85,21
22886,NUMBER TILE VINTAGE FONT 7,87,146.43,25
84865,NEW BAROQUE BLACK PHOTO ALBUM,27,146.21,14
84870C,GREEN GEISHA GIRL,46,146.05,28
23292,SPACE BOY CHILDRENS CUP,131,145.76,6
90116,FRUIT SALAD BAG CHARM,64,145.52,45
22873,NUMBER TILE COTTAGE GARDEN 5,60,145.5,26
47343A,FUSCHIA FLOWER PURSE WITH BEADS,159,145.17000000000002,14
84629,WHITE 3 FRAME BIRDS AND TREE,19,145.05,11
22868,NUMBER TILE COTTAGE GARDEN 0,63,144.65,20
21738,COSY SLIPPER SHOES SMALL  RED,46,144.58,21
DCGSSGIRL,GIRLS PARTY BAG,47,144.43,13
21082,SET/20 FRUIT SALAD PAPER NAPKINS,88,143.44,25
21368,MIRRORED WALL ART LADIES,163,143.28,33
20837,FRENCH FLORAL CUSHION COVER,141,142.47000000000003,15
84870B,BLUE GEISHA GIRL,43,142.32999999999998,26
37479P,CUBIC MUG FLOCK PINK ON BROWN,163,142.23,32
22033,BOTANICAL ROSE GREETING CARD,337,141.95,22
21117,BLOND DOLL DOORSTOP,109,141.75,14
20774,GREEN FERN NOTEBOOK,86,141.23999999999998,44
22769,CHALKBOARD KITCHEN ORGANISER,1,141.23000000000002,10
20661,BLUE POLKADOT PURSE,44,141.15,33
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,17,141.10999999999999,12
90164B,WHITE  ROSEBUD PEARL BRACELET,38,140.98,15
84744,S/6 SEW ON CROCHET FLOWERS,110,140.02,20
22125,UNION JACK HOT WATER BOTTLE,13,139.86,3
23306,SET OF 36 PANTRY PAPER DOILIES,67,139.78,33
23091,METAL HERB GERDEN CONTAINER,24,139.68,5
23463,VINTAGE ZINC WATERING CAN,13,139.39999999999998,8
22876,NUMBER TILE COTTAGE GARDEN 8,61,138.81,20
75011,BLUE DAISY MOBILE,172,138.76,12
84192,ASSORTED COLOUR METAL CAT,111,138.75,25
35922,EASTER BUNNY WREATH,28,138.6,10
23304,SET 4 PICNIC CUTLERY CHERRY,71,138.45,9
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,15,137.63,14
22602,CHRISTMAS RETROSPOT HEART WOOD,139,137.59,27
20757,RED DAISY POCKET BOOK,158,136.64,33
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109,136.25,6
22877,NUMBER TILE COTTAGE GARDEN 9,62,136.16,20
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,77,136.05,6
20758,ABSTRACT CIRCLES POCKET BOOK,159,135.14999999999998,42
84660c,PINK STITCHED WALL CLOCK,18,134.92,16
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,889,134.83000000000004,113
21459,YELLOW EASTER EGG HUNT START POST,68,134.78,21
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,27,134.70000000000002,18
90115,SUMMER BUTTERFLIES BAG CHARM,54,134.53,31
21943,CAKES AND RABBITS DESIGN FLANNEL,119,134.48999999999998,50
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,16,134.16,14
46000U,POLYESTER FILLER PAD 30CMX30CM,107,133.75,26
72130,COLUMBIAN CANDLE ROUND,219,133.34,27
62096A,PINK/YELLOW FLOWERS HANDBAG,106,132.5,8
21518,BANK ACCOUNT  GREETING  CARD,318,132.44,38
90210D,PURPLE ACRYLIC FACETED BANGLE,107,132.05,8
23066,SMALL JEWELLERY STAND,16,132.0,6
23081,GREEN METAL BOX TOP SECRET,16,132.0,4
35921,EASTER BUNNY HANGING GARLAND,67,131.98,24
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,40,131.81,29
20836,FRENCH PAISLEY CUSHION COVER,158,131.14000000000001,18
90164A,PINK ROSEBUD PEARL BRACELET,27,130.67,14
90210C,RED   ACRYLIC FACETED BANGLE,99,130.51000000000002,10
84510a,SET OF 4 ENGLISH ROSE COASTERS,53,130.48,40
37467,PIG MUG IN TWO COLOUR DESIGNS,159,130.26999999999998,17
21344,MOROCCAN BEATEN METAL DISH,12,130.23999999999998,7
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,21,129.85,14
21281,VINTAGE KITCHEN PRINT SEAFOOD,43,129.63,14
20823,GOLD WINE GOBLET,164,129.56,8
47590b,PINK HAPPY BIRTHDAY BUNTING,12,129.48,9
72799C,PINK PILLAR CANDLE SILVER FLOCK,81,129.47,19
21400,RED PUDDING SPOON,881,128.63,72
21349,IVY HEART WREATH,14,128.6,12
20826,SILVER APERITIF GLASS,276,128.4,8
35638B,PINK/BLUE STRING CURTAIN,57,128.32999999999998,5
85118,HEART T-LIGHT HOLDER,133,128.26999999999998,12
79191B,RETRO PLASTIC POLKA TRAY,147,128.1,31
16054,POPART RECT PENCIL SHARPENER ASST,1058,127.56,34
84508B,STRIPES DESIGN TEDDY,50,127.49999999999999,31
90180A,BLACK+WHITE NECKLACE W TASSEL,17,127.24,9
85130A,BEADED PEARL HEART WHITE LARGE,77,127.05,10
79190D,RETRO PLASTIC DAISY TRAY,265,126.98,47
22887,NUMBER TILE VINTAGE FONT 8,78,126.78,23
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,6
23020,GLASS SONGBIRD STORAGE JAR,11,126.7,3
85067,CREAM SWEETHEART WALL CABINET,7,126.65,5
84846A,SCENTED CANDLE IN DIGITALIS TIN,56,126.04,13
23578,SNACK TRAY RED GINGHAM,60,125.72,14
84968a,SET OF 16 VINTAGE ROSE CUTLERY,5,125.32999999999998,3
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,164,125.32,12
23065,LARGE JEWELLERY STAND,10,125.0,4
22888,NUMBER TILE VINTAGE FONT 9,76,124.97999999999999,21
23477,WOODLAND LARGE BLUE FELT HEART,92,123.47,13
37343,POLKADOT MUG PINK,72,123.3,13
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,2
23457,LARGE PARLOUR FRAME,27,122.85,2
90195A,PURPLE GEMSTONE BRACELET,19,122.84,10
85086A,CANDY SPOT HEART DECORATION,146,122.08,50
90129B,TURQUOISE GLASS TASSLE BAG CHARM,57,121.38,20
37333,"RETRO ""TEA FOR ONE""",25,120.99,19
85185B,PINK HORSE SOCK PUPPET KIT,41,120.95000000000002,15
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,120.64999999999999,11
90170,DAISY HAIR BAND,73,120.53,38
21420,OYSTER TRINKET BOX,53,120.41,19
90173,PAIR BUTTERFLY HAIR CLIPS,32,120.34,17
23467,VINTAGE ZINC PLANTER,32,120.08,11
23438,GIFT BAG LARGE SPOT,96,120.0,6
35972,DAISY FOLKART HEART DECORATION,96,120.0,16
90161A,ANT COPPER RED BOUDICCA BRACELET,24,119.91,21
90124B,BLUE MURANO TWIST NECKLACE,12,119.89,11
23209,LUNCH BAG VINTAGE DOILEY,71,119.63,5
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,24,119.23,11
10080,GROOVY CACTUS INFLATABLE,303,119.08999999999999,22
84709B,PINK OVAL JEWELLED MIRROR,20,119.0,11
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,6
23280,FOLDING MIRROR HOT PINK,156,118.92000000000002,5
85114b,IVORY ENCHANTED FOREST PLACEMAT,36,118.86,14
84507B,STRIPES DESIGN MONKEY DOLL,39,118.73,22
21095,SET/6 POSIES PAPER PLATES,125,118.72999999999999,14
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,85,118.4,19
84228,HEN HOUSE W CHICK STANDING,282,117.78999999999999,25
21032,SPACE CADET WHITE,97,117.78,30
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,13,117.73,9
84800S,SMALL WHITE/PINK ROSE ART FLOWER,105,117.57,10
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,47,117.39999999999999,38
84741C,CITRUS GARLAND FELT FLOWERS,60,117.0,14
23244,STORAGE TIN VINTAGE LEAF,60,117.0,7
72780,BLACK SILOUETTE CANDLE PLATE,137,116.44999999999999,20
72812,LARGE ZINC GLASS CANDLEHOLDER,34,116.06,11
51020A,SUMMER FUN DESIGN SHOWER CAP,323,115.75,19
16052,TEATIME PUSH DOWN RUBBER,479,115.3,13
23185,FRENCH STYLE STORAGE JAR JAM,316,114.55999999999999,31
23151,ZINC SWEETHEART SOAP DISH,61,114.33000000000001,21
23535,WALL ART BICYCLE SAFTEY,21,114.15,3
90130B,TURQ STONE/CRYSTAL EARRINGS,39,113.97,31
90199C,5 STRAND GLASS NECKLACE CRYSTAL,18,113.94,11
47518F,ICON PLACEMAT POP ART ELVIS,827,113.64,28
72801D,4 SKY BLUE DINNER CANDLES,75,113.21,18
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,126,112.55999999999999,26
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,45,112.21,26
47351B,BLUE  VOILE LAMPSHADE,38,112.10000000000002,10
21678,PAISLEY PATTERN  STICKERS,125,111.86,32
21814,HEART T-LIGHT HOLDER,74,111.77,15
90214A,"LETTER ""A"" BLING KEY RING",130,111.66,56
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,53,111.3,9
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",14,110.95,11
47503H,ASS FLORAL PRINT SPIRIT LEVEL,100,110.86,37
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,95,110.03,19
20731,POSY CANDY BAG,92,109.96,16
85167B,BLACK GRAND BAROQUE PHOTO FRAME,50,109.94,8
84925F,PSYCHEDELIC WALL THERMOMETER,79,109.93,14
90124C,GREEN MURANO TWIST NECKLACE,11,109.53999999999999,8
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,288,109.44,8
85096,HILDA CANDY SPOT RABBIT,25,109.23,16
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,33,108.71000000000001,15
23041,PAPER LANTERN 6 POINT SNOW STAR,26,107.9,6
21372,MIRRORED WALL ART TABLE LAMP,75,107.75,33
35916C,PINK FELT HANGING HEART W FLOWER,106,107.72,20
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.45,10
85129C,BEADED CRYSTAL HEART BLUE SMALL,80,107.31,15
23626,SET 10 CARDS DINKY TREE 17076,43,107.07000000000001,16
23455,SMALL PARLOUR FRAME,42,106.98000000000002,2
90125A,PINK BERTIE GLASS BEAD BAG CHARM,115,106.24,10
35819B,"ACRYLIC HANGING JEWEL,BLUE",268,106.05,24
20657,TROPICAL LUGGAGE TAG,73,105.91,33
35818P,"ACRYLIC JEWEL ICICLE, PINK",263,105.83,19
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,17,105.71000000000001,7
90185A,AMBER DIAMANTE EXPANDABLE RING,25,105.53,14
85040a,S/4 PINK FLOWER CANDLES IN BOWL,32,105.28,21
21904,HOUSE WRECKING METAL SIGN,50,105.0,23
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,28,104.84,25
84661C,PINK SQUARE TABLE CLOCK,71,104.84,14
35920,FOUR RABBIT EASTER DECORATIONS,72,104.84,15
90070,RUBY GLASS CLUSTER BRACELET,17,104.79,15
90122A,PINK CRYSTAL+GLASS BRACELET,21,104.53,14
17084P,DRAGONS BLOOD INCENSE,423,104.44,39
20796,SMALL BLUE PROVENCAL CERAMIC BALL,62,103.94,9
79144B,PAINTED LIGHTBULB STAR+ MOON,180,103.23,53
90032,IVORY SHELL HEART NECKLACE,21,103.13,8
22879,NUMBER TILE VINTAGE FONT 0,70,102.46,16
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,12,102.0,8
90196A,PURPLE GEMSTONE NECKLACE 45CM,8,102.0,5
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",11,101.53,8
20701,PINK CAT FLORAL CUSHION COVER,25,100.97,18
35637C,PINK STRING CURTAIN WITH POLE,30,100.86,9
16033,MINI HIGHLIGHTER PENS,840,100.80000000000001,4
35911B,PINK/FLOWER RABBIT EGG WARMER,119,100.76,15
gift_0001_40,DOTCOMGIFTSHOP GIFT VOUCHER £40.00,3,100.69999999999999,3
21370,MIRRORED WALL ART FOXY,16,100.66000000000001,9
20795,LARGE BLUE PROVENCAL CERAMIC BALL,43,100.45,13
84247E,PACK/12 XMAS FUN CARD,34,100.30000000000001,11
90010B,BLACK/WHITE GLASS/SILVER BRACELET,11,100.08999999999999,7
90081C,LILY BROOCH OLIVE COLOUR,20,99.60000000000001,15
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001,16
90183A,AMBER DROP EARRINGS W LONG BEADS,34,99.54,24
23464,VINTAGE ZINC WATERING CAN SMALL,18,99.2,8
23466,TUSCAN VILLA DOVECOTE,12,99.0,4
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,99.0,5
23465,TUSCAN VILLA FEEDING STATION,12,99.0,7
17091A,LAVENDER INCENSE IN TIN,171,98.91,25
84510c,SET OF 4 POLKADOT COASTERS,40,98.7,23
84898F,YELLOW FLOWERS FELT HANDBAG KIT,46,98.63,19
85232B,SET OF 3 BABUSHKA STACKING TINS,19,98.25,19
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,152,98.12,51
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,6
90003D,CRYSTAL PAIR HEART HAIR SLIDES,26,97.26,17
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,35,97.13,22
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,11
84801A,PINK HYDRANGEA ART FLOWER,46,96.60000000000001,5
90019B,GOLD M.O.P ORBIT BRACELET,18,96.52000000000001,18
72801c,4 ROSE PINK DINNER CANDLES,39,95.94,25
90146,FINE SILVER NECKLACE W PASTEL FLOWE,17,95.35000000000001,7
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",12,95.35000000000001,5
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,8,95.25,8
20653,CHERRY BLOSSOM LUGGAGE TAG,73,95.17999999999999,33
84527,FLAMES SUNGLASSES PINK LENSES,52,95.10000000000001,8
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.80000000000001,4
21722,SWEET PUDDING STICKER SHEET,97,94.67999999999999,37
22039,BOTANICAL LILY GIFT WRAP,225,94.5,8
90133,TEAL/FUSCHIA COL BEAD NECKLACE,19,94.43,13
20622,VIP PASSPORT COVER,43,94.04,17
23402,HOME SWEEET HOME 3 PEG HANGER,25,93.75,4
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,33,93.19,20
20773,BLUE PAISLEY NOTEBOOK,56,92.39999999999999,23
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",71,92.38,18
90018B,GOLD M.O.P ORBIT DROP EARRINGS,22,92.28,17
35933,PINK STOCKING CHRISTMAS DECORATION,226,92.21,19
85132a,CHARLIE + LOLA BISCUITS TINS,8,92.19999999999999,8
82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,91.8,1
90030C,BROWN KUKUI COCONUT SEED NECKLACE,77,91.7,11
90175B,PINK GLASS CHUNKY CHARM BRACELET,10,91.68,9
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.30000000000001,5
20662,FIRST CLASS HOLIDAY PURSE,31,90.42,20
85230F,JASMINE VOTIVE CANDLE,338,90.33999999999999,12
90163A,PINK ROSEBUD & PEARL NECKLACE,12,90.32,9
23574,PACKING CHARGE,12,90.0,16
72051S,BAG OF SILVER STONES,130,89.53,13
84461,12 PINK HEN+CHICKS IN BASKET,35,89.25,15
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,4,89.22,3
