codigo_produto,nome_produto,quantidade_devolvida,valor_devolvido,num_devolucoes
21670,PRODUTO SEM DESCRIÇÃO,-115,0.0,1
21667,PRODUTO SEM DESCRIÇÃO,-2,0.0,2
21662,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
21658,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84228,CRUSHED,-4,0.0,1
84227,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84226,PRODUTO SEM DESCRIÇÃO,-34,0.0,1
84218,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84050,COUNTED,-310,0.0,1
21656,SAMPLES,-19,0.0,1
21654,DAMAGED,-3,0.0,1
21653,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
21651,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
21648,PRODUTO SEM DESCRIÇÃO,-130,0.0,1
21645,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21643,DAMAGED,-9,0.0,1
21642,CHECK,-138,0.0,1
84313C,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
84313C,DAMAGED,-1,0.0,1
84313B,DAMAGED,-32,0.0,1
84306,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84279P,CHECK,-104,0.0,1
84279B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84251J,PRODUTO SEM DESCRIÇÃO,-28,0.0,1
84251F,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84251B,PRODUTO SEM DESCRIÇÃO,-60,0.0,1
84249A,DAMAGED,-25,0.0,1
84249A,CHECK,-150,0.0,1
21641,PRODUTO SEM DESCRIÇÃO,-49,0.0,1
21638,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
21637,PRODUTO SEM DESCRIÇÃO,-139,0.0,1
21636,CHECK,-22,0.0,1
21635,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
21634,PRODUTO SEM DESCRIÇÃO,-169,0.0,1
21632,PRODUTO SEM DESCRIÇÃO,-41,0.0,1
21627,CHECK,-32,0.0,1
84424A,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84422,DAGAMED,-30,0.0,1
84415B,PRODUTO SEM DESCRIÇÃO,-9,0.0,2
84415A,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
84406B,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
84406B,INCORRECTLY MADE-THROWN AWAY.,-64,0.0,1
84406B,?,-450,0.0,1
84352,DAMAGES/SAMPLES,-52,0.0,1
84341B,PRODUTO SEM DESCRIÇÃO,-181,0.0,2
84508C,CHECK,-21,0.0,1
84508B,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
84508A,CHECK,-39,0.0,1
84499,PRODUTO SEM DESCRIÇÃO,-10,0.0,2
84482,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84466,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84465,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
84459B,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
84455,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
84559B,PRODUTO SEM DESCRIÇÃO,-158,0.0,1
84548,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
84546,PRODUTO SEM DESCRIÇÃO,-45,0.0,1
84535A,PRODUTO SEM DESCRIÇÃO,-65,0.0,1
84534B,PRODUTO SEM DESCRIÇÃO,-90,0.0,2
84531B,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
84531A,PRODUTO SEM DESCRIÇÃO,-34,0.0,1
84526,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84522,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
84520B,PRODUTO SEM DESCRIÇÃO,-61,0.0,1
84509F,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21622,POSSIBLE DAMAGES OR LOST?,-750,0.0,1
21622,DAMAGES,-45,0.0,1
21621,RE DOTCOM QUICK FIX.,-100,0.0,1
21621,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
21621,?,-400,0.0,1
21620,MYSTERY! ONLY EVER IMPORTED 1800,-1479,0.0,1
21620,CHECK,-20,0.0,1
21619,CHECK,-94,0.0,1
21618,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21618,CHECK,-54,0.0,1
21615,CHECK,-26,0.0,1
21613,PRODUTO SEM DESCRIÇÃO,-47,0.0,1
21610,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
21609,PRODUTO SEM DESCRIÇÃO,-46,0.0,1
21594,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84584,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84584,?,-50,0.0,1
84581,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84581,CHECK,-41,0.0,1
84576,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
84576,DAMAGED,-3,0.0,1
84569D,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
84569C,PRODUTO SEM DESCRIÇÃO,-37,0.0,1
84569B,PRODUTO SEM DESCRIÇÃO,-37,0.0,2
84569A,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
84563B,DAMAGED,-11,0.0,1
84563A,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
84563A,DAMAGED,-4,0.0,1
84562A,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84559D,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
21591,CHECK,-267,0.0,1
21589,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
21587,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
21586,PRODUTO SEM DESCRIÇÃO,-147,0.0,1
21578,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
21578,?,-251,0.0,1
84609,DAMAGES,-29,0.0,1
84598,CHECK,-3000,0.0,1
84597C,PRODUTO SEM DESCRIÇÃO,-18,0.0,2
84597B,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
84597B,DAMAGES,-6,0.0,1
84596L,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
84596J,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84596G,??,-365,0.0,1
84596E,PRODUTO SEM DESCRIÇÃO,-153,0.0,1
84593,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21547,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
21539,DAMAGES?,-111,0.0,1
21538,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21537,?,-80,0.0,1
21535,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
84638,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
84631,PRODUTO SEM DESCRIÇÃO,-32,0.0,3
84629,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84625C,PRODUTO SEM DESCRIÇÃO,-32,0.0,1
84614A,THROWN AWAY,-390,0.0,1
84613C,PRODUTO SEM DESCRIÇÃO,-173,0.0,1
84613A,THROWN AWAY,-230,0.0,1
84612B,THROWN AWAY,-162,0.0,1
84611B,THROWN AWAY,-1430,0.0,1
21527,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
21527,DAMAGES,-30,0.0,1
21519,CHECK,-80,0.0,1
21518,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
21511,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21504,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
84683,PRODUTO SEM DESCRIÇÃO,-8,0.0,2
84678,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
84666,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84665,WATER DAMAGED,-15,0.0,1
84664,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84663A,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
84660C,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
84660A,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
84660A,DAMAGED,-15,0.0,1
21503,PRODUTO SEM DESCRIÇÃO,-224,0.0,2
21488,PRODUTO SEM DESCRIÇÃO,-50,0.0,1
21486,PRODUTO SEM DESCRIÇÃO,-77,0.0,1
21474,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
21472,PRODUTO SEM DESCRIÇÃO,-141,0.0,2
84750B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
84750A,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
84748,PRODUTO SEM DESCRIÇÃO,-52,0.0,1
84743C,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
84743C,DAMAGES,-26,0.0,1
84741C,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84726,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
84725,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
84715,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84708B,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84706D,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21448,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
21447,PRODUTO SEM DESCRIÇÃO,-118,0.0,2
21446,PRODUTO SEM DESCRIÇÃO,-50,0.0,1
21432,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21431,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
84798B,PRODUTO SEM DESCRIÇÃO,-109,0.0,1
84797B,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84796B,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84789,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84766,PRODUTO SEM DESCRIÇÃO,-37,0.0,1
84763,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84763,DISPLAY,-150,0.0,1
84761,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
84754,PRODUTO SEM DESCRIÇÃO,-242,0.0,1
84751B,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
21429,PRODUTO SEM DESCRIÇÃO,-85,0.0,2
21424,DAMAGES,-40,0.0,1
21422,PRODUTO SEM DESCRIÇÃO,-55,0.0,1
21421,DAMAGED,-5,0.0,1
21416,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
21414,PRODUTO SEM DESCRIÇÃO,-25,0.0,2
21412,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
84805A,WET DAMAGED,-96,0.0,1
84804B,PRODUTO SEM DESCRIÇÃO,-96,0.0,1
84804A,WET DAMAGED,-125,0.0,1
84802B,PRODUTO SEM DESCRIÇÃO,-125,0.0,1
84801B,PRODUTO SEM DESCRIÇÃO,-44,0.0,1
84801A,WET DAMAGED,-48,0.0,1
84801A,CHECK,-102,0.0,1
84800M,PRODUTO SEM DESCRIÇÃO,-124,0.0,1
84800L,WET DAMAGED,-144,0.0,1
84800L,PRODUTO SEM DESCRIÇÃO,-29,0.0,1
84799,PRODUTO SEM DESCRIÇÃO,-346,0.0,1
21410,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
21407,PRODUTO SEM DESCRIÇÃO,-19,0.0,1
21402,PRODUTO SEM DESCRIÇÃO,-147,0.0,1
21399,PRODUTO SEM DESCRIÇÃO,-116,0.0,1
21398,DAMAGES,-9,0.0,1
21397,DAMAGED,-57,0.0,1
21395,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
21394,DAMAGES,-35,0.0,1
21392,PRODUTO SEM DESCRIÇÃO,-29,0.0,1
21391,SOLD AS 1 ON DOTCOM,-342,0.0,1
84823,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84818,DAMAGES,-70,0.0,1
84816,DAMAGES,-21,0.0,1
84809B,DAMAGED,-324,0.0,1
84809A,PRODUTO SEM DESCRIÇÃO,-126,0.0,1
84805B,WET DAMAGED,-96,0.0,1
21391,PRODUTO SEM DESCRIÇÃO,-26,0.0,1
21363,PRODUTO SEM DESCRIÇÃO,-19,0.0,1
21361,PRODUTO SEM DESCRIÇÃO,-17,0.0,2
21360,SHOW SAMPLES,-4,0.0,1
84856S,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
84856L,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
84854,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84849D,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
84846A,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
84845D,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84840,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21359,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
21355,PRODUTO SEM DESCRIÇÃO,-217,0.0,1
21352,CHECK,-23,0.0,1
21351,DAMAGED,-220,0.0,1
21349,PRODUTO SEM DESCRIÇÃO,-44,0.0,1
21337,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
21332,PRODUTO SEM DESCRIÇÃO,-25,0.0,1
21330,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
21324,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
84877A,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
84876D,DAMAGED,-2,0.0,1
84876C,PRODUTO SEM DESCRIÇÃO,-19,0.0,1
84876B,PRODUTO SEM DESCRIÇÃO,-59,0.0,1
84875A,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
84874B,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84872A,PRODUTO SEM DESCRIÇÃO,-16,0.0,2
84865,DAMAGED,-7,0.0,1
84864A,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84859C,WET?,-153,0.0,1
84858C,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
84857C,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
84857A,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84910A,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
84907,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
84905,PRODUTO SEM DESCRIÇÃO,-5,0.0,2
84899F,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84898F,PRODUTO SEM DESCRIÇÃO,-26,0.0,2
84881,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
84880,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
84879,DAMAGED,-160,0.0,1
84877D,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84877D,?,-203,0.0,1
84877B,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
21320,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
21320,BROKEN,-63,0.0,1
21318,PRODUTO SEM DESCRIÇÃO,-62,0.0,1
21316,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21311,PRODUTO SEM DESCRIÇÃO,-117,0.0,1
21294,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
21294,DAMAGED,-227,0.0,1
84927E,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84927D,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84927A,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
84925D,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
84921,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
84920,PRODUTO SEM DESCRIÇÃO,-30,0.0,2
84919,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
84917,PRODUTO SEM DESCRIÇÃO,-58,0.0,2
84916,PRODUTO SEM DESCRIÇÃO,-32,0.0,1
84913A,PRODUTO SEM DESCRIÇÃO,-75,0.0,1
84912B,PRODUTO SEM DESCRIÇÃO,-93,0.0,1
84912B,DAMAGED,-14,0.0,1
21288,PRODUTO SEM DESCRIÇÃO,-22,0.0,1
21283,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
21282,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21281,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
21278,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21275,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21275,?,-30,0.0,1
21274,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
21272,?,-212,0.0,1
21259,PRODUTO SEM DESCRIÇÃO,-51,0.0,1
21258,?,-29,0.0,1
21257,?,-94,0.0,1
21248,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
21246,PRODUTO SEM DESCRIÇÃO,-92,0.0,1
21246,DAMAGED,-2,0.0,1
84964B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84952C,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
84944,PRODUTO SEM DESCRIÇÃO,-47,0.0,1
84929,CODE MIX UP? 84930,-967,0.0,1
21244,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
21228,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
21210,PRODUTO SEM DESCRIÇÃO,-177,0.0,1
21201,???,-390,0.0,1
21195,PRODUTO SEM DESCRIÇÃO,-31,0.0,2
21192,CHECK,-164,0.0,1
21190,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
84975,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84969,CHECK,-50,0.0,1
84968F,CHECK,-20,0.0,1
84968E,CHECK,-35,0.0,1
84968B,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
84967B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84967A,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
84966B,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
84966A,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
21187,PRODUTO SEM DESCRIÇÃO,-97,0.0,1
21181,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
21181,CHECK,-54,0.0,1
21179,PRODUTO SEM DESCRIÇÃO,-60,0.0,1
21179,DAMAGED,-14,0.0,1
21175,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
21174,PRODUTO SEM DESCRIÇÃO,-138,0.0,1
21172,PRODUTO SEM DESCRIÇÃO,-90,0.0,2
21171,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
21169,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
84997C,?,-741,0.0,1
84993B,PRODUTO SEM DESCRIÇÃO,-54,0.0,1
84990,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
84989A,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
84976,PRODUTO SEM DESCRIÇÃO,-66,0.0,1
21166,?,-124,0.0,1
21165,PRODUTO SEM DESCRIÇÃO,-46,0.0,1
21165,CHECK,-28,0.0,1
21163,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
21161,PRODUTO SEM DESCRIÇÃO,-168,0.0,3
21160,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
21159,DAMAGED,-40,0.0,1
85019C,DAMAGED,-108,0.0,1
85018B,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
85017B,PRODUTO SEM DESCRIÇÃO,-210,0.0,2
85017A,PRODUTO SEM DESCRIÇÃO,-20,0.0,3
85016,PRODUTO SEM DESCRIÇÃO,-46,0.0,1
85008,PRODUTO SEM DESCRIÇÃO,-17,0.0,2
85006,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
21147,PRODUTO SEM DESCRIÇÃO,-105,0.0,1
21147,?,-95,0.0,1
21144,PRODUTO SEM DESCRIÇÃO,-63,0.0,1
21143,PRODUTO SEM DESCRIÇÃO,-41,0.0,2
21137,PRODUTO SEM DESCRIÇÃO,-25,0.0,1
21136,SOLD AS SET ON DOTCOM,-272,0.0,1
21135,WET RUSTY,-1152,0.0,2
21135,SOLD AS SET ON DOTCOM,-304,0.0,1
85035A,CHECK,-59,0.0,1
85034A,DAMAGED,-81,0.0,1
85032D,DAMAGED,-1,0.0,1
85031C,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85030,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
85028S,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85028L,PRODUTO SEM DESCRIÇÃO,-3,0.0,2
85025C,BARCODE PROBLEM,-230,0.0,1
21120,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
21116,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
21110,PRODUTO SEM DESCRIÇÃO,-151,0.0,1
21109,WET,-48,0.0,1
21100,DAMAGED,-6,0.0,1
21098,PRODUTO SEM DESCRIÇÃO,-129,0.0,1
21098,DAMAGES?,-231,0.0,1
21090,WET/MOULDY,-192,0.0,1
85040B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85036C,DAMAGES WAX,-1560,0.0,1
85036C,CHECK,-4,0.0,1
85036B,DAMAGES WAX,-1284,0.0,1
85036B,CHECK,-23,0.0,1
85036A,PRODUTO SEM DESCRIÇÃO,-82,0.0,1
85035C,CHECK,-24,0.0,1
85035B,CHECK,-36,0.0,1
21089,DAMAGED,-7,0.0,1
21087,PRODUTO SEM DESCRIÇÃO,-13,0.0,2
21078,PRODUTO SEM DESCRIÇÃO,-207,0.0,1
21071,CHECK,-82,0.0,1
21067,PRODUTO SEM DESCRIÇÃO,-66,0.0,1
21054,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
21051,PRODUTO SEM DESCRIÇÃO,-27,0.0,2
21043,PRODUTO SEM DESCRIÇÃO,-50,0.0,2
21040,PRODUTO SEM DESCRIÇÃO,-25,0.0,2
21038,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
21033,TAIG ADJUST NO STOCK,-24,0.0,1
21033,PRODUTO SEM DESCRIÇÃO,-492,0.0,2
21027,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
85061W,PRODUTO SEM DESCRIÇÃO,-391,0.0,1
85060,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
85054,CHECK,-39,0.0,1
85049F,PRODUTO SEM DESCRIÇÃO,-130,0.0,1
85049D,PRODUTO SEM DESCRIÇÃO,-28,0.0,2
85049D,?,-100,0.0,1
21018,DAMAGED,-63,0.0,1
21014,CHECK,-90,0.0,1
21011,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
21000,PRODUTO SEM DESCRIÇÃO,-41,0.0,1
20998,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
20984,DAMAGED,-46,0.0,1
20980,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
85087,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
85086A,PRODUTO SEM DESCRIÇÃO,-36,0.0,2
85084,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
85078,MISSING,-840,0.0,1
85068,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
85067,PRODUTO SEM DESCRIÇÃO,-9,0.0,2
85064,PRODUTO SEM DESCRIÇÃO,-13,0.0,2
20977,PRODUTO SEM DESCRIÇÃO,-204,0.0,2
20975,PRODUTO SEM DESCRIÇÃO,-209,0.0,2
20973,PRODUTO SEM DESCRIÇÃO,-45,0.0,1
20967,PRODUTO SEM DESCRIÇÃO,-77,0.0,1
20966,PRODUTO SEM DESCRIÇÃO,-194,0.0,3
85111,CHECK,-117,0.0,1
85110,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85106,PRODUTO SEM DESCRIÇÃO,-562,0.0,2
85104,????DAMAGES????,-355,0.0,1
85103,STOCK CREDITTED WRONGLY,-32,0.0,1
85099F,PRODUTO SEM DESCRIÇÃO,-1092,0.0,1
85098B,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
85096,LABEL MIX UP,-59,0.0,1
85092,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
20956,CHECK,-152,0.0,1
20956,?,-723,0.0,1
20954,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
20941,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
20934,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
20933,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
20910,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
20906,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
20903,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
85130A,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
85127,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
85126,PRODUTO SEM DESCRIÇÃO,-3,0.0,2
85125,CHECK,-64,0.0,1
85124C,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
85123A,WRONGLY MARKED CARTON 22804,-256,0.0,1
85119,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85118,PRODUTO SEM DESCRIÇÃO,-41,0.0,2
85144,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
85141,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
85136C,DAMAGES,-36,0.0,1
85136B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
85136A,DAMAGES,-77,0.0,1
85135C,DAMAGES,-49,0.0,1
85135B,PRODUTO SEM DESCRIÇÃO,-67,0.0,2
85135A,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
85132C,DAMAGES,-109,0.0,1
85132B,PRODUTO SEM DESCRIÇÃO,-42,0.0,1
85132A,DAMAGED,-97,0.0,1
20902,CHECK,-3,0.0,1
20898,CHECK,-10,0.0,1
20896,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
20893,DAMAGES/DISPLAY,-197,0.0,1
20893,DAMAGES,-55,0.0,1
20892,PRODUTO SEM DESCRIÇÃO,-34,0.0,3
20886,PRODUTO SEM DESCRIÇÃO,-65,0.0,1
20867,?,-271,0.0,1
20866,?,-230,0.0,1
20864,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
20863,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
20860,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
20857,PRODUTO SEM DESCRIÇÃO,-34,0.0,1
20856,??,-140,0.0,1
20854,PRODUTO SEM DESCRIÇÃO,-82,0.0,2
20850,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
20840,DAMAGES,-30,0.0,1
20839,DAMAGES,-80,0.0,1
85167B,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
85167B,DAMAGED,-1,0.0,1
85161,SAMPLES/DAMAGES,-20,0.0,1
85160A,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
85152,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
20827,DAMAGES,-68,0.0,1
20826,PRODUTO SEM DESCRIÇÃO,-169,0.0,2
20825,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
20823,PRODUTO SEM DESCRIÇÃO,-102,0.0,1
20820,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
20816,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
20803,DAMAGES,-40,0.0,1
20793,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
85175,WRONGLY SOLD SETS,-975,0.0,1
85175,DOTCOM SOLD SETS,-345,0.0,1
85175,CHECK,-42,0.0,1
85175,AMAZON SOLD SETS,-210,0.0,1
85175,? SOLD AS SETS?,-1200,0.0,1
85172,WRONGLY SOLD AS SETS,-600,0.0,1
85172,DOTCOM SET,-675,0.0,1
85172,CHECK,-145,0.0,1
85172,?SOLD AS SETS?,-600,0.0,1
85198,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
85197,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
85195,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
85189,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
85188B,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
85185D,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
85185B,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
85185B,?,-259,0.0,1
85179B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
20785,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
20778,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
20775,PRODUTO SEM DESCRIÇÃO,-64,0.0,2
20774,PRODUTO SEM DESCRIÇÃO,-15,0.0,2
20774,DAMAGED,-14,0.0,1
20773,PRODUTO SEM DESCRIÇÃO,-13,0.0,2
